Label,Value,Date
"Utility Bill",-249.23,"2016-04-20 22:59:36"
"Utility Bill",-230.32,"1985-10-04 12:00:16"
"Groceries",-186.66,"1990-09-12 15:52:48"
"Salary",240.56,"2010-07-04 18:12:06"
"Car Insurance",-182.91,"2006-07-31 11:27:49"
"Rent",-212.94,"1988-02-10 16:43:20"
"Refund",354.18,"1987-12-23 13:12:45"
"Car Insurance",-100.08,"1996-11-13 09:17:46"
"Groceries",-230.72,"2007-12-29 22:50:02"
"Car Insurance",-143.44,"2016-03-26 00:04:15"
"Car Insurance",-184.23,"2009-01-21 00:27:09"
"Salary",255.95,"2016-05-05 14:55:06"
"Refund",556.27,"2005-09-04 01:36:40"
"Utility Bill",-27.26,"2019-10-21 01:53:53"
"Car Insurance",-189.64,"1999-03-12 13:13:27"
"Rent",-162.33,"2016-07-24 00:03:36"
"Rent",-9.63,"2015-05-16 05:45:41"
"Rent",-121.87,"1986-05-06 16:59:19"
"Utility Bill",-115.83,"2017-09-10 08:39:12"
"Refund",710.46,"1972-12-20 16:54:39"
"Utility Bill",-196.72,"1998-06-13 22:55:40"
"Rent",-98.83,"1981-06-30 04:54:22"
"Groceries",-235.18,"1997-01-07 16:38:13"
"Car Insurance",-211.44,"1989-12-22 23:09:01"
"Utility Bill",-195.29,"1988-09-26 07:49:39"
"Salary",494.68,"2020-02-12 05:48:15"
"Utility Bill",-86.96,"2007-03-27 03:12:09"
"Lottery",477.35,"2011-04-06 15:16:51"
"Groceries",-1.38,"2015-06-22 05:25:25"
"Car Insurance",-235.07,"2012-10-02 00:24:35"
"Groceries",-26.67,"2016-11-05 20:45:40"
"Rent",-97.02,"2002-07-06 03:32:03"
"Lottery",809.79,"2009-02-20 08:57:09"
"Car Insurance",-213.64,"2009-08-09 02:02:45"
"Utility Bill",-12.00,"2006-10-23 17:39:32"
"Utility Bill",-180.06,"2014-09-02 06:58:43"
"Groceries",-180.43,"1992-02-17 02:49:22"
"Rent",-106.82,"1993-01-07 21:25:15"
"Rent",-148.33,"1988-09-02 19:37:58"
"Utility Bill",-201.64,"2010-08-26 00:36:49"
"Lottery",46.53,"1989-12-05 15:05:12"
"Groceries",-246.23,"1975-05-12 19:21:13"
"Rent",-86.15,"1981-12-24 21:41:14"
"Car Insurance",-83.32,"1993-02-19 16:09:10"
"Rent",-95.06,"1984-09-22 14:22:57"
"Refund",599.18,"1997-03-12 00:15:58"
"Groceries",-45.29,"1986-04-24 13:15:06"
"Car Insurance",-247.67,"2014-09-19 06:48:16"
"Rent",-168.29,"2018-04-04 15:01:43"
"Groceries",-184.83,"1987-09-08 15:36:34"
"Utility Bill",-242.77,"1980-01-18 01:17:15"
"Car Insurance",-204.17,"2002-04-03 03:02:39"
"Refund",760.80,"1978-10-05 11:40:00"
"Rent",-102.43,"1994-09-10 04:49:41"
"Groceries",-134.79,"1974-03-01 07:40:13"
"Groceries",-233.13,"2002-04-17 04:26:46"
"Lottery",960.83,"1999-11-22 09:50:44"
"Utility Bill",-95.04,"1984-12-28 09:57:10"
"Groceries",-36.64,"2009-08-01 07:01:53"
"Car Insurance",-216.19,"1993-02-19 21:41:25"
"Utility Bill",-67.37,"1975-10-31 09:15:45"
"Rent",-155.83,"1980-03-30 10:21:49"
"Refund",717.55,"2009-12-14 11:59:39"
"Rent",-9.32,"2015-10-11 14:35:17"
"Car Insurance",-79.35,"1991-10-19 21:39:20"
"Lottery",595.82,"2012-10-30 08:12:13"
"Utility Bill",-14.93,"2006-09-16 15:52:57"
"Car Insurance",-8.27,"1979-11-05 08:07:47"
"Car Insurance",-158.84,"2009-08-13 23:12:30"
"Utility Bill",-172.29,"1993-01-23 03:47:08"
"Groceries",-2.35,"2006-10-07 10:59:46"
"Groceries",-122.64,"2007-06-04 07:03:39"
"Utility Bill",-45.00,"2001-08-25 07:04:09"
"Refund",496.39,"1985-05-24 05:26:07"
"Utility Bill",-114.78,"1991-09-15 11:22:12"
"Car Insurance",-3.73,"2000-05-08 00:56:03"
"Car Insurance",-66.09,"1979-11-14 01:59:00"
"Refund",971.72,"1978-12-13 00:45:58"
"Car Insurance",-209.42,"1994-03-28 12:16:59"
"Groceries",-230.84,"1981-09-17 09:39:16"
"Car Insurance",-99.15,"1993-10-07 06:43:52"
"Car Insurance",-9.48,"1987-12-31 08:02:18"
"Utility Bill",-74.15,"2019-01-20 17:39:31"
"Groceries",-99.13,"1981-03-05 01:48:13"
"Groceries",-77.00,"1975-05-22 20:22:54"
"Rent",-201.75,"2005-10-21 18:53:15"
"Lottery",176.78,"1977-01-14 04:52:01"
"Rent",-44.84,"1992-04-19 01:39:53"
"Car Insurance",-92.01,"2017-10-31 07:26:29"
"Car Insurance",-88.35,"2006-04-03 20:49:19"
"Car Insurance",-232.67,"1979-10-30 04:00:55"
"Rent",-164.38,"1981-04-01 06:16:27"
"Rent",-86.07,"2014-02-25 10:45:30"
"Car Insurance",-221.32,"2016-10-19 11:49:27"
"Rent",-67.89,"1984-04-07 15:00:13"
"Groceries",-179.42,"1975-11-11 22:54:13"
"Lottery",969.80,"2001-12-29 08:45:42"
"Car Insurance",-131.00,"1998-06-30 22:17:53"
"Utility Bill",-220.45,"2007-08-23 10:56:11"
"Salary",327.20,"1991-11-29 05:25:49"
"Car Insurance",-68.75,"1971-02-09 02:30:44"
"Car Insurance",-25.17,"1980-02-11 00:13:57"
"Rent",-62.36,"2016-04-21 22:05:45"
"Refund",429.59,"2013-08-16 06:55:18"
"Salary",638.89,"1988-03-04 13:03:44"
"Salary",169.37,"2001-11-12 20:41:35"
"Rent",-218.31,"1995-08-13 08:21:35"
"Groceries",-151.72,"1990-01-04 07:23:52"
"Car Insurance",-155.26,"1981-10-21 14:57:18"
"Salary",228.05,"1993-05-16 10:30:38"
"Rent",-152.27,"2020-01-15 16:13:19"
"Groceries",-109.05,"2019-01-16 02:31:02"
"Utility Bill",-172.62,"2000-01-10 21:29:53"
"Groceries",-213.66,"2020-03-25 01:53:17"
"Rent",-15.46,"1998-02-05 12:42:06"
"Rent",-230.21,"1981-01-12 17:36:47"
"Rent",-56.01,"1997-11-15 21:04:09"
"Rent",-95.01,"1982-05-18 16:51:12"
"Car Insurance",-60.12,"1986-01-18 22:31:06"
"Refund",209.00,"2004-06-22 17:34:18"
"Groceries",-92.99,"1987-11-06 07:40:47"
"Car Insurance",-136.29,"2014-05-15 07:42:27"
"Groceries",-104.63,"2013-03-31 11:09:50"
"Groceries",-131.70,"2000-01-11 14:37:25"
"Car Insurance",-217.31,"2007-07-08 07:47:31"
"Rent",-206.10,"1990-09-22 14:58:37"
"Rent",-232.56,"1992-09-21 22:08:22"
"Car Insurance",-97.20,"1975-11-07 11:07:40"
"Lottery",335.93,"2018-10-11 05:11:33"
"Car Insurance",-205.24,"1988-05-03 00:29:14"
"Groceries",-109.40,"1977-03-17 11:41:57"
"Groceries",-69.72,"1995-12-15 16:37:07"
"Car Insurance",-197.47,"1984-11-03 17:46:14"
"Groceries",-60.25,"2007-08-17 10:21:01"
"Rent",-201.81,"2005-05-02 13:13:02"
"Salary",175.90,"2000-06-13 14:26:38"
"Car Insurance",-3.23,"1972-02-26 07:52:53"
"Rent",-164.07,"1974-05-24 03:08:16"
"Utility Bill",-173.33,"2017-09-08 14:39:19"
"Car Insurance",-16.48,"1975-08-27 17:55:27"
"Car Insurance",-187.60,"2004-11-07 19:32:56"
"Refund",639.50,"2017-08-16 20:50:41"
"Lottery",981.09,"1979-09-23 09:42:44"
"Utility Bill",-53.38,"1974-05-16 01:38:52"
"Utility Bill",-160.14,"1980-12-24 13:26:29"
"Rent",-27.41,"2001-11-08 19:24:58"
"Car Insurance",-94.47,"1995-02-27 10:15:02"
"Car Insurance",-59.11,"2019-08-14 05:25:38"
"Car Insurance",-245.96,"2008-10-18 04:28:33"
"Rent",-203.33,"2005-07-06 03:05:47"
"Rent",-190.27,"1976-05-04 10:03:58"
"Utility Bill",-152.62,"1988-11-20 14:28:49"
"Salary",449.53,"2012-04-08 02:41:48"
"Groceries",-14.08,"2002-10-22 17:58:21"
"Rent",-230.01,"2007-12-30 00:59:03"
"Refund",557.62,"1987-09-22 09:28:47"
"Utility Bill",-164.13,"1979-08-07 06:50:10"
"Refund",994.16,"1981-03-11 22:00:51"
"Groceries",-129.20,"1971-04-22 18:53:46"
"Car Insurance",-122.88,"1999-11-14 15:11:30"
"Groceries",-158.25,"2006-05-14 07:07:48"
"Car Insurance",-95.27,"2014-12-20 02:43:48"
"Groceries",-19.86,"1974-07-04 02:39:02"
"Refund",235.88,"1986-07-18 19:22:31"
"Car Insurance",-224.11,"1971-07-03 00:01:09"
"Salary",845.64,"1990-10-10 03:33:43"
"Car Insurance",-165.74,"2009-02-16 03:07:55"
"Groceries",-62.87,"1999-07-25 10:56:23"
"Utility Bill",-176.46,"1994-11-20 22:56:17"
"Utility Bill",-99.22,"1976-10-25 18:01:15"
"Car Insurance",-30.87,"1982-09-28 19:25:44"
"Groceries",-35.42,"1985-09-27 14:44:19"
"Utility Bill",-11.07,"2013-09-21 02:42:56"
"Salary",531.86,"2020-05-20 12:52:54"
"Groceries",-223.97,"1982-07-03 18:09:34"
"Car Insurance",-42.84,"1974-11-16 04:58:52"
"Utility Bill",-221.65,"2003-02-25 01:01:43"
"Car Insurance",-114.39,"1975-04-25 21:21:32"
"Lottery",977.82,"1984-02-25 22:19:24"
"Rent",-6.36,"1997-10-25 02:20:55"
"Car Insurance",-102.80,"2004-11-15 09:18:15"
"Utility Bill",-12.50,"1996-05-05 02:50:00"
"Lottery",727.13,"1989-09-07 05:11:00"
"Utility Bill",-45.19,"1991-10-06 00:12:33"
"Car Insurance",-214.79,"2011-02-12 07:29:30"
"Car Insurance",-46.19,"1979-07-06 20:58:59"
"Car Insurance",-78.61,"1996-04-25 22:09:03"
"Car Insurance",-33.39,"2017-03-31 05:03:41"
"Utility Bill",-101.63,"2010-04-25 05:55:52"
"Car Insurance",-109.85,"1998-08-03 06:29:42"
"Lottery",793.55,"1990-05-16 00:31:07"
"Utility Bill",-218.39,"2005-11-09 14:55:36"
"Rent",-206.45,"1983-04-29 11:00:32"
"Utility Bill",-1.56,"2011-03-07 09:10:54"
"Salary",857.16,"2018-11-02 17:41:33"
"Groceries",-186.98,"1974-07-01 19:23:12"
"Salary",218.82,"1984-12-31 00:54:54"
"Groceries",-136.59,"1998-04-25 01:01:57"
"Rent",-186.54,"2006-10-06 10:38:57"
"Groceries",-185.03,"1988-04-28 16:39:50"
"Groceries",-232.01,"2005-03-08 09:45:11"
"Rent",-136.14,"1994-01-25 18:59:23"
"Groceries",-178.81,"1970-09-29 15:12:38"
"Groceries",-226.30,"2012-06-25 20:09:08"
"Groceries",-217.60,"2001-09-21 20:31:52"
"Utility Bill",-166.30,"1982-06-11 14:19:45"
"Rent",-14.94,"1995-10-18 08:13:19"
"Utility Bill",-62.73,"2004-02-01 21:24:23"
"Salary",30.54,"1974-08-27 01:33:05"
"Car Insurance",-141.82,"2016-08-15 11:55:47"
"Utility Bill",-210.55,"1970-11-01 06:32:39"
"Utility Bill",-6.47,"1996-04-03 21:07:55"
"Rent",-179.29,"1995-05-17 02:59:56"
"Rent",-67.52,"2012-12-08 02:13:46"
"Groceries",-89.24,"1995-09-17 10:23:23"
"Refund",510.60,"1983-07-03 08:47:19"
"Rent",-66.21,"1987-07-20 12:58:40"
"Utility Bill",-201.89,"1998-02-09 13:14:25"
"Groceries",-174.84,"1993-07-20 03:04:28"
"Groceries",-177.27,"1992-03-11 16:20:14"
"Rent",-226.52,"2005-08-28 15:18:04"
"Salary",570.34,"1978-11-17 15:22:18"
"Groceries",-220.48,"1975-02-07 01:00:42"
"Groceries",-35.49,"1982-10-11 09:14:38"
"Car Insurance",-58.43,"1992-03-13 04:16:55"
"Rent",-61.71,"1994-04-24 21:59:19"
"Utility Bill",-109.24,"1980-11-07 21:12:55"
"Rent",-139.93,"1975-04-02 07:41:06"
"Car Insurance",-114.42,"2010-09-09 18:18:36"
"Car Insurance",-151.80,"1973-10-26 14:37:12"
"Refund",488.88,"1971-05-13 18:46:36"
"Car Insurance",-105.94,"1980-08-17 15:29:22"
"Car Insurance",-216.96,"1975-10-12 10:10:15"
"Groceries",-221.89,"1970-11-05 04:49:59"
"Salary",550.89,"1995-04-26 04:15:15"
"Groceries",-201.61,"1970-12-21 13:22:25"
"Car Insurance",-206.48,"2000-09-17 13:12:48"
"Car Insurance",-29.14,"1970-07-13 01:07:18"
"Rent",-149.89,"1978-01-29 09:10:42"
"Lottery",579.48,"1986-12-03 08:45:31"
"Utility Bill",-82.30,"1989-01-12 15:29:38"
"Refund",611.56,"1970-04-19 09:03:02"
"Groceries",-86.38,"1981-05-03 12:58:54"
"Lottery",272.54,"2012-06-19 05:44:07"
"Utility Bill",-140.91,"1991-01-03 20:56:20"
"Utility Bill",-68.82,"2012-01-17 18:36:54"
"Refund",894.15,"2005-10-23 23:33:58"
"Groceries",-201.75,"2006-07-22 15:29:40"
"Utility Bill",-61.35,"1975-04-07 12:45:03"
"Utility Bill",-64.02,"1982-02-27 10:10:39"
"Groceries",-200.06,"2000-04-19 16:53:02"
"Refund",805.28,"1976-01-07 00:59:52"
"Rent",-39.83,"2004-01-20 01:06:53"
"Car Insurance",-194.12,"1993-08-23 03:52:28"
"Car Insurance",-44.84,"2007-10-30 18:02:06"
"Utility Bill",-240.14,"1997-03-26 19:53:12"
"Utility Bill",-57.61,"1971-02-04 13:15:28"
"Lottery",14.20,"2002-04-16 02:35:03"
"Groceries",-69.25,"1978-08-12 17:47:23"
"Rent",-42.52,"2004-09-16 03:46:40"
"Rent",-246.13,"2016-11-15 20:27:04"
"Utility Bill",-150.03,"1975-02-12 08:02:39"
"Utility Bill",-122.81,"1991-09-14 20:06:27"
"Rent",-81.11,"2018-01-13 09:18:01"
"Utility Bill",-60.25,"2001-08-05 18:30:07"
"Car Insurance",-203.98,"2006-04-24 12:02:45"
"Car Insurance",-76.65,"1977-04-18 13:49:03"
"Groceries",-217.88,"1977-02-17 22:10:26"
"Utility Bill",-210.00,"1987-01-11 11:36:01"
"Lottery",191.00,"2001-11-13 07:01:02"
"Rent",-179.02,"1980-02-04 12:19:53"
"Utility Bill",-184.91,"1970-11-22 11:30:14"
"Refund",869.22,"1989-08-23 11:39:00"
"Lottery",638.08,"1971-05-09 11:22:15"
"Car Insurance",-16.56,"1972-07-06 05:09:31"
"Groceries",-60.50,"1999-02-01 12:22:17"
"Groceries",-132.91,"1973-10-31 05:01:00"
"Refund",476.18,"2009-06-19 18:02:51"
"Groceries",-187.62,"2016-12-30 10:08:59"
"Utility Bill",-95.54,"2005-06-11 07:57:38"
"Car Insurance",-192.32,"1987-06-08 10:14:19"
"Groceries",-214.38,"1974-01-15 01:49:36"
"Utility Bill",-14.67,"2004-11-19 11:02:58"
"Rent",-156.70,"1989-11-22 18:19:40"
"Groceries",-129.80,"2017-05-23 07:10:36"
"Rent",-215.01,"1981-09-16 21:58:32"
"Refund",213.72,"2019-05-03 22:59:36"
"Rent",-16.85,"1976-02-05 01:53:05"
"Lottery",138.31,"1984-11-17 05:36:35"
"Refund",522.59,"1977-09-05 23:28:55"
"Utility Bill",-71.31,"1987-05-23 13:15:45"
"Car Insurance",-116.07,"2006-11-17 23:06:44"
"Utility Bill",-47.23,"2015-09-21 02:57:54"
"Car Insurance",-60.66,"2011-11-30 23:22:00"
"Utility Bill",-16.11,"2019-04-16 20:43:43"
"Refund",704.15,"2001-11-30 17:05:52"
"Rent",-10.12,"2020-03-23 09:02:37"
"Groceries",-188.14,"2018-03-25 06:35:15"
"Rent",-108.04,"1992-11-21 06:52:17"
"Car Insurance",-216.19,"2011-08-12 12:18:05"
"Car Insurance",-148.79,"1994-07-23 05:32:01"
"Utility Bill",-166.82,"2015-01-13 19:10:42"
"Rent",-246.72,"1976-08-09 00:29:56"
"Utility Bill",-174.17,"1975-07-06 12:13:56"
"Utility Bill",-172.32,"1981-09-01 02:21:32"
"Utility Bill",-171.84,"2010-01-06 03:11:31"
"Refund",841.04,"1993-02-11 01:24:57"
"Utility Bill",-219.59,"1997-06-26 19:44:02"
"Utility Bill",-93.34,"2013-09-16 03:34:12"
"Car Insurance",-45.97,"1997-06-04 23:13:37"
"Car Insurance",-185.70,"1975-01-13 04:41:59"
"Lottery",33.17,"1990-02-15 05:15:27"
"Car Insurance",-7.63,"1979-05-18 21:26:26"
"Rent",-125.72,"1984-12-27 00:43:07"
"Utility Bill",-245.19,"1979-07-16 04:30:23"
"Groceries",-214.85,"1972-08-11 11:37:41"
"Car Insurance",-156.20,"1976-10-05 07:12:40"
"Utility Bill",-204.28,"1975-08-04 09:36:08"
"Groceries",-87.21,"2017-11-16 04:13:22"
"Car Insurance",-124.08,"1997-03-29 15:30:11"
"Lottery",694.39,"1986-03-16 06:46:35"
"Groceries",-121.63,"2012-07-14 21:00:26"
"Utility Bill",-194.11,"1996-10-26 22:41:42"
"Salary",175.65,"1985-06-18 19:29:11"
"Groceries",-152.16,"2013-11-04 00:17:40"
"Rent",-32.38,"2018-03-26 21:00:54"
"Car Insurance",-195.93,"2007-09-28 03:08:29"
"Lottery",129.50,"1983-08-19 05:57:53"
"Rent",-152.04,"1977-08-13 07:57:58"
"Salary",94.70,"2013-04-24 14:19:46"
"Car Insurance",-34.46,"2010-03-01 15:12:55"
"Car Insurance",-144.52,"2020-04-06 23:17:43"
"Rent",-37.53,"2020-01-26 08:56:40"
"Groceries",-159.24,"2010-09-21 08:17:59"
"Utility Bill",-164.78,"2011-08-21 18:57:56"
"Rent",-105.46,"1979-09-14 18:14:49"
"Utility Bill",-113.35,"2015-05-17 00:14:51"
"Car Insurance",-209.40,"2012-01-09 03:31:02"
"Car Insurance",-106.01,"1986-08-21 12:15:07"
"Salary",997.61,"2001-06-27 16:50:39"
"Lottery",258.08,"1993-01-17 19:44:32"
"Utility Bill",-135.93,"1991-02-10 00:16:51"
"Groceries",-162.71,"2001-05-14 13:06:02"
"Salary",528.75,"1981-07-06 08:01:20"
"Car Insurance",-118.23,"1976-04-04 15:44:52"
"Utility Bill",-13.17,"2007-05-25 19:28:07"
"Rent",-10.78,"2017-08-22 00:50:54"
"Utility Bill",-203.72,"1993-06-19 17:24:59"
"Salary",585.30,"2010-04-27 23:39:06"
"Rent",-207.50,"1996-08-02 00:01:55"
"Car Insurance",-29.28,"2002-11-26 06:08:56"
"Salary",600.88,"1996-05-06 08:39:18"
"Salary",817.53,"2016-03-20 00:14:27"
"Rent",-182.30,"2019-11-02 23:48:34"
"Rent",-198.89,"1983-06-24 02:25:37"
"Rent",-50.07,"1990-08-22 11:37:57"
"Groceries",-93.61,"1988-09-04 21:58:06"
"Groceries",-172.63,"2007-10-25 18:07:55"
"Lottery",165.77,"1980-04-21 20:58:00"
"Utility Bill",-80.51,"1995-06-30 07:13:01"
"Car Insurance",-197.61,"1990-11-15 20:04:19"
"Utility Bill",-35.45,"1989-03-05 22:16:52"
"Utility Bill",-84.84,"1981-10-24 14:25:19"
"Rent",-78.44,"2008-10-04 00:15:16"
"Car Insurance",-10.29,"1971-09-28 09:04:23"
"Rent",-35.63,"2003-07-08 19:33:36"
"Utility Bill",-203.52,"2014-08-14 13:19:27"
"Groceries",-114.05,"2015-02-07 05:03:09"
"Utility Bill",-3.94,"1975-06-16 04:33:54"
"Utility Bill",-57.39,"2015-06-07 07:06:04"
"Rent",-162.88,"1991-08-09 05:36:03"
"Rent",-78.17,"1971-02-13 21:24:15"
"Car Insurance",-179.65,"2013-07-03 11:47:15"
"Car Insurance",-80.09,"1972-06-21 04:49:24"
"Rent",-43.06,"1978-03-23 11:38:49"
"Refund",365.37,"2010-11-26 14:21:16"
"Groceries",-244.07,"2019-02-11 20:37:42"
"Utility Bill",-125.51,"1991-11-28 08:27:39"
"Rent",-248.22,"2015-11-03 14:08:08"
"Refund",342.28,"2019-03-03 23:55:42"
"Salary",550.70,"2015-03-08 04:35:21"
"Utility Bill",-227.67,"1981-12-17 19:02:05"
"Car Insurance",-183.59,"2009-10-09 06:33:03"
"Rent",-109.97,"1976-06-21 00:13:36"
"Salary",426.79,"1984-12-23 02:40:41"
"Rent",-93.25,"1990-01-31 06:26:46"
"Salary",301.46,"1974-10-20 18:34:26"
"Rent",-146.11,"2000-10-03 11:08:18"
"Groceries",-33.54,"2016-08-03 06:23:26"
"Rent",-59.78,"2019-07-23 04:26:14"
"Groceries",-74.94,"1997-10-09 21:57:19"
"Utility Bill",-32.75,"1985-10-07 04:56:52"
"Rent",-30.73,"1975-05-09 11:13:40"
"Car Insurance",-164.53,"1974-10-17 09:05:50"
"Lottery",155.87,"1987-09-30 00:29:38"
"Groceries",-218.08,"2001-04-18 06:26:49"
"Groceries",-104.59,"1991-02-07 23:08:54"
"Salary",642.56,"2002-06-26 22:06:42"
"Groceries",-96.44,"1988-05-06 11:54:48"
"Car Insurance",-2.20,"2008-04-14 18:22:20"
"Rent",-36.62,"2001-01-19 09:31:56"
"Car Insurance",-190.87,"1997-07-24 03:03:43"
"Utility Bill",-160.58,"1970-04-16 03:22:02"
"Rent",-17.72,"1984-06-03 18:20:15"
"Refund",37.90,"1983-08-29 06:52:21"
"Groceries",-120.31,"2008-06-24 20:56:54"
"Car Insurance",-135.39,"1984-08-02 22:19:44"
"Car Insurance",-55.28,"1983-05-06 07:57:44"
"Car Insurance",-184.62,"1993-04-10 05:17:24"
"Lottery",215.33,"2002-08-25 14:11:09"
"Groceries",-148.11,"2016-02-27 00:23:10"
"Car Insurance",-221.91,"1978-09-03 08:04:33"
"Utility Bill",-217.62,"2009-03-06 06:27:43"
"Car Insurance",-38.26,"1983-10-26 18:05:18"
"Utility Bill",-132.43,"1987-03-10 01:35:42"
"Car Insurance",-229.14,"1982-06-08 11:10:37"
"Car Insurance",-164.36,"1975-12-06 23:55:19"
"Groceries",-108.78,"1998-12-02 22:26:46"
"Salary",237.76,"2015-06-16 16:05:25"
"Groceries",-226.39,"1981-04-26 14:46:33"
"Utility Bill",-244.19,"1999-08-24 13:33:25"
"Utility Bill",-124.01,"2002-11-25 20:53:14"
"Car Insurance",-24.28,"2013-03-01 12:09:48"
"Refund",934.59,"1989-04-23 11:11:42"
"Groceries",-29.18,"2000-05-27 01:48:22"
"Rent",-227.31,"1981-03-18 04:33:22"
"Rent",-17.71,"1976-11-10 09:30:15"
"Car Insurance",-90.90,"1992-04-27 10:22:02"
"Car Insurance",-51.09,"2001-03-26 14:22:17"
"Salary",882.92,"1991-03-29 00:57:30"
"Groceries",-65.47,"2003-05-18 04:21:30"
"Rent",-128.74,"1998-11-12 05:35:31"
"Car Insurance",-225.62,"1982-04-16 22:27:56"
"Refund",367.22,"1987-06-20 14:43:57"
"Lottery",301.90,"1996-09-06 06:39:05"
"Utility Bill",-18.76,"2009-03-21 16:13:08"
"Groceries",-137.67,"2013-05-22 07:07:28"
"Utility Bill",-18.31,"2018-04-14 03:43:08"
"Car Insurance",-238.87,"1978-03-16 23:51:44"
"Groceries",-219.73,"1975-02-16 15:36:15"
"Utility Bill",-171.23,"2003-03-13 06:07:52"
"Groceries",-188.48,"1982-10-03 08:58:53"
"Groceries",-27.41,"1988-04-17 03:40:43"
"Salary",416.76,"1987-12-19 19:58:29"
"Groceries",-154.44,"1972-04-27 01:09:50"
"Car Insurance",-48.81,"2007-09-28 22:52:30"
"Salary",915.81,"2012-07-11 21:09:03"
"Lottery",650.35,"1983-03-27 10:00:35"
"Salary",220.50,"2005-11-14 20:44:14"
"Salary",524.92,"1991-04-04 17:02:13"
"Rent",-242.17,"1986-12-14 07:18:28"
"Car Insurance",-50.92,"2019-04-28 00:04:28"
"Groceries",-113.74,"1995-12-09 02:23:44"
"Groceries",-72.68,"1996-09-15 10:37:21"
"Utility Bill",-22.27,"1996-05-15 13:25:40"
"Rent",-112.59,"1992-07-15 16:02:07"
"Utility Bill",-118.50,"1976-03-31 10:57:40"
"Utility Bill",-77.90,"2007-08-23 06:04:07"
"Car Insurance",-244.31,"1970-11-06 09:36:50"
"Utility Bill",-221.71,"1980-12-31 21:39:03"
"Groceries",-194.75,"2005-08-03 12:17:27"
"Rent",-157.23,"2008-10-18 22:54:24"
"Rent",-42.21,"2003-12-11 02:28:06"
"Rent",-171.77,"2011-09-12 04:36:42"
"Rent",-119.18,"1985-12-06 11:24:29"
"Rent",-6.10,"2019-02-23 19:34:02"
"Utility Bill",-42.00,"2017-05-24 06:10:16"
"Lottery",769.05,"1993-01-25 02:54:43"
"Salary",164.55,"1994-08-27 22:34:13"
"Lottery",804.79,"2008-06-15 04:39:52"
"Car Insurance",-222.14,"1997-02-12 03:57:26"
"Groceries",-86.10,"2008-08-23 02:32:58"
"Refund",400.28,"1983-10-13 15:19:51"
"Refund",995.22,"1995-02-23 11:17:21"
"Car Insurance",-82.13,"1972-09-11 23:59:15"
"Groceries",-29.95,"2001-11-16 13:44:52"
"Car Insurance",-132.67,"1983-06-06 23:00:37"
"Utility Bill",-201.13,"1978-01-11 10:47:16"
"Utility Bill",-242.58,"2016-09-24 20:37:09"
"Refund",682.03,"1977-01-07 04:48:09"
"Rent",-188.62,"1976-07-31 23:53:24"
"Rent",-190.13,"1990-05-08 15:38:30"
"Groceries",-2.69,"1974-11-16 00:50:43"
"Car Insurance",-58.40,"2005-08-03 14:30:06"
"Rent",-124.61,"1976-05-13 19:48:49"
"Groceries",-43.00,"1990-02-12 04:31:51"
"Car Insurance",-222.92,"2005-05-02 19:08:07"
"Lottery",879.10,"1990-09-12 13:04:28"
"Utility Bill",-193.92,"1989-01-22 06:38:19"
"Lottery",84.75,"1993-07-19 10:36:53"
"Refund",402.75,"1974-07-21 21:33:35"
"Rent",-14.01,"1983-03-21 15:15:52"
"Salary",665.40,"1981-05-01 22:57:40"
"Car Insurance",-176.54,"2016-03-21 21:49:56"
"Car Insurance",-30.26,"1970-12-24 04:56:38"
"Refund",79.45,"1997-02-21 15:14:20"
"Rent",-232.42,"1987-08-12 03:31:07"
"Utility Bill",-101.72,"2016-10-17 00:12:08"
"Groceries",-92.55,"1996-12-21 07:35:48"
"Car Insurance",-197.61,"1995-08-08 02:34:59"
"Car Insurance",-65.85,"2004-08-19 08:46:14"
"Rent",-40.66,"1982-03-15 21:02:15"
"Salary",72.44,"1995-04-20 15:06:32"
"Utility Bill",-180.28,"2019-02-26 13:03:52"
"Car Insurance",-39.64,"2016-12-17 11:32:01"
"Rent",-42.83,"1970-01-16 19:51:29"
"Rent",-151.75,"1986-06-03 05:48:38"
"Groceries",-239.61,"1998-11-22 20:42:07"
"Utility Bill",-105.79,"1973-10-26 21:55:46"
"Lottery",201.52,"1993-06-30 17:08:54"
"Rent",-241.74,"2008-12-29 20:29:55"
"Rent",-106.12,"2019-01-25 11:08:49"
"Car Insurance",-245.58,"2015-04-09 22:22:57"
"Refund",20.54,"2006-03-04 16:02:13"
"Rent",-163.96,"1975-06-27 14:11:36"
"Groceries",-81.75,"2001-04-05 21:52:33"
"Utility Bill",-218.96,"1972-10-25 02:40:29"
"Groceries",-197.05,"1992-08-25 22:45:47"
"Utility Bill",-171.87,"2012-01-27 09:03:44"
"Groceries",-125.97,"2003-04-13 15:47:41"
"Car Insurance",-82.09,"1992-12-10 17:20:10"
"Utility Bill",-77.24,"2017-02-19 10:50:11"
"Rent",-72.14,"1993-11-15 12:50:15"
"Rent",-154.19,"2012-04-10 00:18:29"
"Rent",-97.56,"1974-05-03 11:36:59"
"Utility Bill",-68.12,"1997-11-30 23:33:13"
"Refund",212.57,"2011-10-15 16:04:42"
"Groceries",-136.02,"2005-12-23 04:42:39"
"Rent",-49.30,"1988-11-22 01:20:43"
"Utility Bill",-86.92,"1971-01-10 17:59:51"
"Groceries",-184.09,"2017-07-19 23:13:32"
